id,nome,categoria,indirizzo,telefono,sito,rating,recensioni,stato,lat,lng,tipo_google,score
ChIJIzMBxQg05xIRhAU-OYlVKlw,Liu Jo,Abbigliamento,"Via Giuseppe Manno, 11, 09124 Cagliari CA",070 464 0647,https://stores.liujo.com/it/italia/cagliari/cagliari?utm_source=google&utm_medium=GMBSitelink&utm_campaign=GMBSitelink_Cagliari_F071,4.2,96,OPERATIONAL,39.2160069,9.1156113,womens_clothing_store,50
ChIJ32yg5Qs05xIRhURqvU4DjvA,AW LAB,Scarpe,"Via Giuseppe Garibaldi, 55/57/59, 09125 Cagliari CA",070 334 1248,http://www.aw-lab.com/,4.5,84,OPERATIONAL,39.2161222,9.1185507,shoe_store,50
ChIJqVA473I05xIRXmwN6rqfxdg,Maryella Calzature,Scarpe,"Via Dante Alighieri, 63/C, 09128 Cagliari CA",392 276 1885,https://www.maryellacalzature.it/,4.8,66,OPERATIONAL,39.2197426,9.1252531,shoe_store,50
ChIJ95yacgw05xIRkiCgSXvD6rE,Foot Locker,Scarpe,"Via Giuseppe Garibaldi, 145, 09127 Cagliari CA",070 804 6454,https://stores.footlocker.it/it/it-88/cagliari/via-garibaldi-145-492_31_06501.html,4.1,471,OPERATIONAL,39.2174733,9.1196611,shoe_store,50
ChIJodHhL3M05xIR_WriAx0aRxc,Calzature Running The Runaway,Scarpe,"Via Salvatore Farina, 44, 09128 Cagliari CA",339 587 9693,https://www.facebook.com/NegozioPerLaCorsa/?fref=ts,4.9,183,OPERATIONAL,39.2184593,9.1240972,sporting_goods_store,50
ChIJEWTuyU405xIRhyFXuis97HU,Wadel S.r.l.,Scarpe,"Via Giovanni Battista Venturi, 2, 09134 Cagliari CA",070 44229,https://wadelonline.com/,4,2943,OPERATIONAL,39.2366089,9.1406548,shoe_store,50
ChIJgT7jTT405xIRyOjT8POoHkQ,GLOBO Cagliari,Scarpe,"Via dei Valenzani, 09131 Cagliari CA",070 520525,http://www.globomoda.com/,4,2607,OPERATIONAL,39.236107,9.121497,shoe_store,50
ChIJ4dcwXwk05xIRcPbaOeXRmxo,"Paul's Bags Valigeria Pelletteria Accessori moda, Vendita e Assistenza solo per i clienti",Accessori moda,"Via Giuseppe Garibaldi, 28, 09125 Cagliari CA",070 649 9615,http://www.paulsbags.it/,4.9,86,OPERATIONAL,39.2159556,9.117733699999999,store,50
ChIJV47E6ws05xIRoY0fkAMe684,Vintage Fashion di Patrizia Garau,Accessori moda,"Via Giuseppe Garibaldi, 100, 09125 Cagliari CA",348 766 9590,https://www.vintagefashioncagliari.it/,4.9,109,OPERATIONAL,39.216305399999996,9.1185404,store,50
ChIJW1kS09Y05xIR6GwXTOSl88E,Scelto per te l'usato si fa chic,Accessori moda,"Via Antonio Lo Frasso, 13/1^ piano, 09127 Cagliari CA",377 306 6939,https://www.sceltoperte.store/,4.8,200,OPERATIONAL,39.2165239,9.1232559,store,50
ChIJV4oKySI05xIRzhlSQ-B6Fx0,Andrea Onali & Associati - Metodo Soldhouse,Immobiliare,"Via Santa Margherita, 09124 Cagliari CA",070 252097,https://metodosoldhouse.it/,4.9,130,OPERATIONAL,39.2183705,9.1137239,real_estate_agency,50
ChIJ2dErtlMGQBMR_4yx9g-hzbk,Agenzia Immobiliare Toscano Cagliari Centro,Immobiliare,"Via Sidney Sonnino, 78/80, 09125 Cagliari CA",070 60571,https://www.toscano.it/comune-cagliari/centro-cagliari-?utm_source=google&utm_medium=places&utm_campaign=Google+My+Business#agenzia,4.8,166,OPERATIONAL,39.2131836,9.119221699999999,real_estate_agency,50
ChIJLaTo_Qo05xIRrfleMoRVG88,ANTHAS - Agenzia Immobiliare Cagliari - Case Vendita - Case Cagliari - Case Assemini - Case Elmas,Immobiliare,"Via Logudoro, 12, 09127 Cagliari CA",070 640 2299,http://www.anthasimmobiliare.it/,5,178,OPERATIONAL,39.214089099999995,9.1210407,real_estate_agency,50
ChIJUwETVKY15xIRUIZJ8hW5xk8,EasyImmobiliare.it Cagliari,Immobiliare,"Piazza Giuseppe Garibaldi, 16, 09127 Cagliari CA",070 489894,http://www.easyimmobiliare.it/,5,56,OPERATIONAL,39.2192576,9.1222168,real_estate_agency,50
ChIJGWGhcnQ05xIRc_c28e-2mBk,Soimm | Lo Studio Immobiliare - Cagliari,Immobiliare,"Via Amat Luigi Cardinale, 3, 09129 Cagliari CA",070 684230,https://soimm.com/,4.8,345,OPERATIONAL,39.215311899999996,9.1276871,real_estate_agency,50
ChIJ9c_J-BM05xIRrULOwO-BVIA,Agenzia Semplicemente Casa immobiliare Cagliari,Immobiliare,"Piazza John Fitzgerald Kennedy, 1c, 09127 Cagliari CA",346 709 3522,http://www.semplicemente-casa.com/,4.8,67,OPERATIONAL,39.2270979,9.1183258,real_estate_agency,50
ChIJkbztxQU05xIR992my8XsFIM,Agenzia Immobiliare Tecnocasa Cagliari - Punici,Immobiliare,"Corso Vittorio Emanuele II, 127/129, 09124 Cagliari CA",070 099 1236,https://cagliari8.tecnocasa.it/,4.8,96,OPERATIONAL,39.2185018,9.1103892,real_estate_agency,50
ChIJK87AYm005xIRZs9gv2HzBk8,Tempocasa Cagliari San Benedetto,Immobiliare,"Via Dante Alighieri, 120A, 09128 Cagliari CA",070 732 3459,https://tempocasa.it/it/agenzie-immobiliari/cagliari/cagliari/822-cagliari-san-benedetto,4.8,289,OPERATIONAL,39.2221463,9.12492,real_estate_agency,50
ChIJ5x3Uqgg15xIRhykkf3cN52w,Eminas Immobiliare,Immobiliare,"Via Goffredo Mameli, 2, 09123 Cagliari CA",340 246 2046,http://www.eminasimmobiliare.it/,5,51,OPERATIONAL,39.2170904,9.111729799999999,real_estate_agency,50
ChIJ76cokPY75xIRXdTfmzMrh1s,Barteloni&Piras,Immobiliare,"Via Giuseppe Abba, 53, 09127 Cagliari CA",352 083 1315,https://www.bartelonipiras.com/,4.9,159,OPERATIONAL,39.217311099999996,9.1198762,real_estate_agency,50
ChIJPVk_qxc05xIR9QbOJL52F6g,Cagliari Immobiliare,Immobiliare,"Via Istria, 19, 09127 Cagliari CA",346 944 1223,https://www.cagliari-immobiliare.it/,4.9,61,OPERATIONAL,39.2303663,9.1150822,real_estate_agency,50
ChIJx7I_fyc15xIRzlWteZffyrw,IMOBILIANDO- Agenzia immobiliare Cagliari,Immobiliare,"Agenzia immobiliare, Via della Pineta, 4, 09125 Cagliari CA",070 705 0068,https://www.imobiliando.it/,4.9,127,OPERATIONAL,39.212646,9.130298,real_estate_agency,50
ChIJrdxPv5015xIRCCYkJCqdSmk,P&S Property & Sales Intermediazioni Immobiliari,Immobiliare,"Viale Regina Elena, 17, 09124 Cagliari CA",070 459 8169,http://www.pesintermediazioni.it/,4.9,84,OPERATIONAL,39.2162693,9.1171756,real_estate_agency,50
ChIJBRJURbg15xIRH0Cu8Qnu8CA,Kremet Gelateria,Gelateria,"P.za Yenne, 22, 09124 Cagliari CA",391 327 4882,http://www.kremet.it/,4.7,1304,OPERATIONAL,39.2177025,9.113890399999999,ice_cream_shop,50
ChIJhWUtLAg05xIRkS_RlVo4Gr0,Gelateria PeterPan,Gelateria,"Via Roma, 1, 09125 Cagliari CA",070 658900,http://www.gelateriapeterpan.com/,4.5,4023,OPERATIONAL,39.2125175,9.1151745,ice_cream_shop,50
ChIJ8c2GfQg05xIRwVC-V4BM7AU,Vaniglia e Pistacchio,Gelateria,"Via Napoli, 30, 09124 Cagliari CA",393 880 4997,https://m.facebook.com/GELATERIAVANIGLIAEPISTACCHIO/?locale2=it_IT,4.6,929,OPERATIONAL,39.2147305,9.1127717,ice_cream_shop,50
ChIJGzRjvJk15xIRDmL5c-HBNX0,Gelatificio di Federico,Gelateria,"Corso Vittorio Emanuele II, 185, 09123 Cagliari CA",392 179 9421,https://instagram.com/gelatificio_di_federico?igshid=MzNlNGNkZWQ4Mg==%20https://www.facebook.com/GeoGelatodaFederico/,4.8,447,OPERATIONAL,39.2189598,9.1099243,ice_cream_shop,50
ChIJQ4vvtS815xIRiW-rqhnVVJY,Vittorino - Il Gelato Artigianale,Gelateria,"Corso Vittorio Emanuele II, 27, 09123 Cagliari CA",070 098 6349,http://www.gelateriavittorino.it/,4.6,174,OPERATIONAL,39.2178296,9.1126431,ice_cream_shop,50
ChIJVXg49gw05xIR-IFasmx_7Lg,INTENSO,Gelateria,"Piazza Giuseppe Garibaldi, 46, 09127 Cagliari CA",070 204 8288,http://www.intensogelateria.com/,4.6,1198,OPERATIONAL,39.2184628,9.1208376,ice_cream_shop,50
ChIJuVUgs0M15xIRXit9nUg_ayQ,I Fenu gelateria e pasticceria,Gelateria,"Piazza Galileo Galilei, 35, 09128 Cagliari CA",070 465 5045,https://www.ifenu.it/,4.7,1387,OPERATIONAL,39.2201583,9.1226103,ice_cream_shop,50
ChIJCXDskws05xIRYntMGukMDNo,Bobocono,Gelateria,"Via Iglesias, 39, 09127 Cagliari CA",070 451 3125,http://www.bobocono.com/,4.5,573,OPERATIONAL,39.2157215,9.1196383,ice_cream_shop,50
ChIJORIcanM05xIRqMAK1SgOOSs,Gelateria Chiccheria Cagliari,Gelateria,"Via Dante Alighieri, 5A, 09128 Cagliari CA",070 649 5574,http://www.chiccheria.com/,4.8,386,OPERATIONAL,39.217365199999996,9.1250695,ice_cream_shop,50
ChIJ-3rETgQ05xIRYTiZjS564og,Il Gelato Aresu,Gelateria,"Via Vincenzo Monti, 58, 09128 Cagliari CA",366 527 1048,https://www.ilgelatoaresu.it/,4.7,356,OPERATIONAL,39.2222781,9.1225915,ice_cream_shop,50
ChIJhzJPcHA15xIRqrnHtD5oZTY,GELATERIA PETER PAN VIA DANTE,Gelateria,"Via Dante Alighieri, 83b, 09127 Cagliari CA",070 658900,http://www.gelateriapeterpan.com/,4.5,204,OPERATIONAL,39.221968499999996,9.125237799999999,ice_cream_shop,50
ChIJcQq_eAg05xIRyUW30MTU3QM,Su Cumbidu,Ristorante,"Via Napoli, 13, 09124 Cagliari CA",070 670712,https://www.sucumbiduterra.com/,4.2,6106,OPERATIONAL,39.2143604,9.1125373,italian_restaurant,50
ChIJO7njcQY05xIRIctdhMfFRak,Sa Domu Sarda,Ristorante,"Via Sassari, 51, 09124 Cagliari CA",070 653400,http://www.osteriasadomusarda.it/,4.6,4430,OPERATIONAL,39.2169583,9.1106194,italian_restaurant,50
ChIJNS84CQM15xIR3quR7KBCs7U,Impasto,Ristorante,"V. Savoia, 4, 09124 Cagliari CA",070 653321,http://www.impasto.me/,4.5,3419,OPERATIONAL,39.2159948,9.1134177,italian_restaurant,50
ChIJMTrqagg05xIRFTar5nVpxp8,Locanda Leonildo dal Buongustaio,Ristorante,"Via Concezione, n. 7, 09124 Cagliari CA",070 459 8763,https://locandaleonildo.com/?nab=0,4.6,362,OPERATIONAL,39.213569299999996,9.1139142,seafood_restaurant,50
ChIJL-WY8oY15xIREvrKLRj0oSE,Panefratteria Cagliari,Ristorante,"Via Domenico Alberto Azuni, 40, 09124 Cagliari CA",070 1525 0214,https://www.panefratteriacagliari.it/,4.8,624,OPERATIONAL,39.2182114,9.1129523,restaurant,50
ChIJm5OlUw805xIR1pLOvs4iwns,Corso Dodici,Ristorante,"Corso Vittorio Emanuele II, 12, 09124 Cagliari CA",070 665696,http://www.corsododici.it/,4.2,1266,OPERATIONAL,39.217436899999996,9.1128913,italian_restaurant,50
ChIJnz01bgk05xIRyqttbQMoxGU,Nerocarbone – Ristorante alla brace a Cagliari,Ristorante,"Piazza Costituzione, 20, 09125 Cagliari CA",070 451 7413,https://nerocarbone.shop/,4.4,588,OPERATIONAL,39.2152173,9.1170806,restaurant,50
ChIJ57_g6AU15xIR527kScKQCKs,Antica Cagliari Bistrot,Ristorante,"Via Sardegna, 63, 09124 Cagliari CA",070 662405,http://www.anticacagliari.it/,4.6,380,OPERATIONAL,39.214462999999995,9.1128229,restaurant,50
ChIJT8T7fgg05xIRxByhsefdKDI,Antica Cagliari Ristorante,Ristorante,"Via Sardegna, 49, 09124 Cagliari CA",070 734 0198,http://www.anticacagliari.it/,4.4,5004,OPERATIONAL,39.2146111,9.112436299999999,restaurant,50
ChIJwfbtmQs05xIR7UL2-pLQZK4,La Caravella,Ristorante,"Piazza Antonio Gramsci, 21, 09127 Cagliari CA",070 654076,http://www.lacaravellacagliari.it/,4.4,1107,OPERATIONAL,39.215838,9.1201106,pizza_restaurant,50
ChIJ91VgxKw15xIRliWJnRjmaGI,Da Maria Ristorante,Ristorante,"Via Lodovico Baylle, 53, 09124 Cagliari CA",327 689 7874,https://grmenu.com/damariaristorantecagliari,4.4,153,OPERATIONAL,39.215263799999995,9.1127399,restaurant,50
ChIJBw3lzQ405xIRGaI1AejuaQY,La Taverna di Castello,Ristorante,"Via Barcellona, 45, 09124 Cagliari CA",070 311 0056,https://www.facebook.com/latavernadicastello/?rf=602347786490658,4.6,746,OPERATIONAL,39.2145437,9.1131723,restaurant,50
ChIJh6eWVA805xIRg4Bk6sUI3FU,Taccas,Ristorante,"Corso Vittorio Emanuele II, 22, 09124 Cagliari CA",070 665839,https://www.instagram.com/taccas?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,4,2213,OPERATIONAL,39.2175185,9.1126948,italian_restaurant,50
ChIJy1rRSgQ05xIRV7UsTu0hqMY,Mari Mannu,Ristorante,"Corso Vittorio Emanuele II, 206, 09123 Cagliari CA",389 580 4951,http://www.ristorantemarimannu.it/,4.6,1249,OPERATIONAL,39.2190891,9.1096174,seafood_restaurant,50
ChIJiZ41Wwg05xIRsCAzdugnYZE,Antica Hostaria,Ristorante,"Via Cavour, 60, 09124 Cagliari CA",070 665870,http://www.anticahostaria.it/,4.2,1103,OPERATIONAL,39.2143249,9.1136675,restaurant,50
ChIJL3tHRQQ05xIRqAFIfhcbu78,Framento,Pizzeria,"Corso Vittorio Emanuele II, 94, 09123 Cagliari CA",070 667 0370,http://dijef.com/framento-pizzeria,4.3,2714,OPERATIONAL,39.218198699999995,9.1109651,pizza_restaurant,50
ChIJCzT9mw405xIR0HdoEA1SdIQ,Terrapieno Cagliari,Pizzeria,"Viale Regina Elena, 14, 09124 Cagliari CA",070 000 0000,http://www.terrapieno.it/,4.1,615,OPERATIONAL,39.2189865,9.1177005,bistro,50
ChIJu0AXOWQ15xIRrg6Uerh6Tw0,Napul'é - Pizzeria Napoletana,Pizzeria,"Corso Vittorio Emanuele II, 95/a, 09124 Cagliari CA",070 668518,https://reservation.dish.co/widget/hydra-62bce3e0-bb43-11e9-8e8f-39b005ee3414,4.4,1529,OPERATIONAL,39.2182192,9.1113296,pizza_restaurant,50
ChIJFeuB0gk05xIR2Z97O_NKpPY,Civico 8,Pizzeria,"V.le Regina Margherita, 8, 09125 Cagliari CA",070 658341,http://www.civicootto.it/,4.5,1480,OPERATIONAL,39.2126878,9.115273,pizza_restaurant,50
ChIJ16lTQw015xIRzk6qqBkI1vU,La Lira - Pizzeria Bisteccheria,Pizzeria,"Viale la Plaia, 18, 09123 Cagliari CA",070 649 6042,https://www.laliracagliari.it/,4.6,1031,OPERATIONAL,39.2143977,9.1068494,restaurant,50
ChIJsfZYZAk05xIRodond-398zI,Pizzeria Mamma mia,Pizzeria,"Via Vincenzo Sulis, 4, 09124 Cagliari CA",070 649 0761,https://www.mammamiacagliari.it/,4.5,643,OPERATIONAL,39.215878,9.117064899999999,pizza_restaurant,50
ChIJE5ns3A815xIROZAz-JIKRfI,Caprizza Cagliari,Pizzeria,"Via Roma, 75, 09124 Cagliari CA",070 592 5327,https://www.caprizza.it/,4.2,1994,OPERATIONAL,39.213830300000005,9.1129296,pizza_restaurant,50
ChIJq1i_2ik15xIRTttw2yNnH5o,Zero Gravity Cagliari - La Pizza Contemporanea Cucinata Come un Piatto Gourmet,Pizzeria,"Via Sassari, 11, 09124 Cagliari CA",349 887 4171,http://www.zerogravitycagliari.it/,4.7,531,OPERATIONAL,39.215897999999996,9.1096038,pizza_restaurant,50
ChIJs26ufAg05xIRiIyi6sb9edg,Da Tonio 2.0 Pizza & Food,Pizzeria,"Via Barcellona, 2, 09124 Cagliari CA",070 670863,http://www.datoniopizzaefood.it/,4.2,1503,OPERATIONAL,39.2141866,9.1127085,pizza_restaurant,50
ChIJ21fZMAo05xIRoQGd0ko_mnM,Pizzeria Floris,Pizzeria,"Via Lanusei, 59, 09125 Cagliari CA",070 757 6691,https://www.tripadvisor.it/Restaurant_Review-g187881-d4736095-Reviews-Pizzeria_Floris-Cagliari_Province_of_Cagliari_Sardinia.html,4.6,420,OPERATIONAL,39.2137771,9.1188327,pizza_restaurant,50
ChIJ8em-glE15xIRthwunkzVWXE,Babay,Pizzeria,"Via Giovanni Maria Angioy, 47, 09124 Cagliari CA",347 691 8176,https://babaycagliari.it/,4.8,442,OPERATIONAL,39.2164382,9.1116323,pizza_restaurant,50
ChIJb33vUwQ05xIRFauSqoPuBZM,Sciuè Sciuè,Pizzeria,"Via de S'Ecca Manna, 09123 Cagliari CA",070 234 7102,https://www.instagram.com/sciuesciuepizzeriacagliari/,4.4,1141,OPERATIONAL,39.2202033,9.1085376,pizza_restaurant,50
ChIJ8WLYNQY05xIRyJj5AdQueUI,Caffè Svizzero Cagliari,Bar,"Largo Carlo Felice, 6, 09124 Cagliari CA",376 100 9928,https://caffesvizzerocagliari.shop/,4.1,1241,OPERATIONAL,39.215465099999996,9.1111241,cafe,50
ChIJXWCB2Ag05xIRAvkwzjW7iaY,La Piccola Caffetteria Ristorante,Bar,"Via Gaetano Cima, 5/7, 09124 Cagliari CA",347 171 9066,https://www.facebook.com/lapiccolacaffetteriacagliari/,4.4,1031,OPERATIONAL,39.2161638,9.1153999,coffee_shop,50
ChIJ8cZfzAA05xIRil8jqmiZDtU,Cafè 24,Bar,"Viale la Plaia, 24, 09123 Cagliari CA",320 473 5798,https://www.facebook.com/cafe24cagliari,4.7,164,OPERATIONAL,39.2144385,9.1067132,coffee_shop,50
ChIJF1suEgk05xIRvA9fBIFOY7U,La Bottega dello Stile,Parrucchiere,"V.le Regina Margherita, 58, 09125 Cagliari CA",070 667 0224,http://www.labottegadellostile.com/,4.8,697,OPERATIONAL,39.21532440000001,9.1166957,hair_salon,50
ChIJCZuzkwM05xIR9oiKG89iIcg,Studio Donna Parrucchieri Estetica consulenti di Bellezza,Parrucchiere,"Piazza del Carmine, 23, 09124 Cagliari CA",070 640 2265,http://studiodonnacagliari.it/,4.9,102,OPERATIONAL,39.2166748,9.108611699999999,hair_salon,50
ChIJx3w-ugw05xIRO7DEstyMxMo,TONI&GUY Cagliari,Parrucchiere,"Via Alghero, 36A, 09127 Cagliari CA",320 323 2014,https://toniandguy.it/salon/cagliari/,4.9,500,OPERATIONAL,39.2176225,9.122679699999999,hair_salon,50
ChIJM6B4TwQ05xIRTZr1aTSk2ms,RECUT Parrucchieri - Corso,Parrucchiere,"Corso Vittorio Emanuele II, 250, 09123 Cagliari CA",070 653198,http://www.re-cut.it/,4.7,210,OPERATIONAL,39.219415999999995,9.108962,hair_salon,50
ChIJrXYuZgY05xIRvuIfswBkAAM,Stile Dei Fratelli Lorrai Snc - Cagliari,Parrucchiere,"Piazza del Carmine, 7, 09123 Cagliari CA",070 663656,https://hair.center.ivof.com/stile-dei-fratelli-lorrai-snc/,4.8,155,OPERATIONAL,39.21636300000001,9.109202699999999,hair_salon,50
ChIJEZIvmAM05xIRRxGG1MKGNUA,Max Professional Hair Stylist,Parrucchiere,"Via Carloforte, 62, 09123 Cagliari CA",070 680882,https://www.facebook.com/Max.Professional.Hair.Stylist,4.8,66,OPERATIONAL,39.2195695,9.1068068,hair_salon,50
ChIJBUf6cQY05xIRFjF7_wal64k,Rise Up Hair & Beauty Cagliari - Tratalias,Parrucchiere,"Via Sassari, 53, 09124 Cagliari CA",070 095 1774,https://www.instagram.com/rise_up_hair/,4.9,254,OPERATIONAL,39.216977,9.1106572,hair_salon,50
ChIJeUtpftY15xIR0nfbOw7YAWw,Beautycut52 Via Alghero 10,Parrucchiere,"Via Alghero, 10, 09127 Cagliari CA",391 344 8748,https://beauty52.it/,4.8,58,OPERATIONAL,39.2182752,9.121037099999999,hair_salon,50
ChIJoSU3z3I05xIRonWyWRQtte8,ELIXHAIR Cagliari | Ricostruzione e Cura dei Capelli,Parrucchiere,"Via Pasquale Tola, 5, 09128 Cagliari CA",070 349 5247,https://elixhair.it/?utm_source=google&utm_medium=profile,4.9,869,OPERATIONAL,39.219839199999996,9.1241927,hair_salon,50
ChIJ05hPoW405xIROHo20bZ1aeM,RC Hair Studio-Roberto Casu,Parrucchiere,"Via Lanusei, 61, 09125 Cagliari CA",070 482615,http://www.robertocasu.it/,4.8,105,OPERATIONAL,39.213792999999995,9.118910999999999,hair_salon,50
ChIJJWLXQwg05xIRO5UwsTkAXBI,Parrucchiere Dani | Creative Hairstyling,Parrucchiere,"Via Sardegna, 92, 09124 Cagliari CA",070 669382,http://www.daniparrucchieri.com/,4.7,156,OPERATIONAL,39.2137077,9.114132399999999,hair_salon,50
ChIJqxdUEww05xIRg5xZhDNh_ss,A&F Style,Parrucchiere,"P.za Yenne, 10, 09127 Cagliari CA",070 651255,http://www.afstyleparrucchiericagliari.it/,4.7,191,OPERATIONAL,39.2179832,9.1137886,hair_salon,50
ChIJbUd8hTo15xIRyDipjqtW2Uw,RECUT Parrucchieri - San Domenico,Parrucchiere,"Via S. Domenico, 30, 09127 Cagliari CA",070 734 6280,https://linktr.ee/recutparruccchieri,4.8,51,OPERATIONAL,39.2176907,9.1191244,hair_salon,50
ChIJC5XPS8015xIRQmL243OoNUM,AC Studio | Parrucchiere Uomo Cagliari,Parrucchiere,"Corso Vittorio Emanuele II, 382, 09123 Cagliari CA",351 864 8080,https://acstudiocagliari.it/,5,103,OPERATIONAL,39.2205605,9.1070628,hair_salon,50
ChIJZ4QlAQY15xIR6U1Ncbe-K4g,La Bottega Dello Stile,Parrucchiere,"Via Enrico Pessina, 3, 09125 Cagliari CA",070 592 1688,http://www.labottegadellostile.com/,4.9,297,OPERATIONAL,39.2156764,9.1264357,hair_salon,50
ChIJq17oNtw05xIRkAAmqAumV5w,Beauty Clinic Estetica Sartoriale,Estetica,"V.le Regina Margherita, 77, 09124 Cagliari CA",346 094 0300,http://www.beautyclinicstore.com/,4.7,363,OPERATIONAL,39.2146383,9.1171165,medical_clinic,50
ChIJHfxjhwU15xIRh6-bFXHeqvo,The Circle Beauty & Wellness,Estetica,"Via Sidney Sonnino, 62, 09125 Cagliari CA",348 001 7922,https://www.thecirclebeauty.it/,4.9,127,OPERATIONAL,39.2128939,9.1191556,beauty_salon,50
ChIJowG1P3Q05xIRmHTSdjP8_I0,Centro Estetico Morena,Estetica,"Via Enrico Pessina, 12, 09125 Cagliari CA",070 800 1828,https://centroesteticomorena.it/,4.8,428,OPERATIONAL,39.2148889,9.1279399,beauty_salon,50
ChIJ__9DdvUz5xIRcXrpXXNb5Kg,Zavyta Cagliari,Estetica,"Viale Bonaria, 106, 09125 Cagliari CA",070 670394,http://www.zavyta.it/,4.6,182,OPERATIONAL,39.2108,9.120842999999999,beauty_salon,50
ChIJM3YQA6E25xIRVyac9r1Tsg8,Magia Di Venere Centro Estetico,Estetica,"Pza L'Unione Sarda, 4, 09122 Cagliari CA",070 757 3530,http://www.magiadivenere.it/,4.8,344,OPERATIONAL,39.2268101,9.098766099999999,beauty_salon,50
ChIJT7x9mhY05xIR8Vaqq__d2hI,Ricostruzione unghie Cagliari | Centro Estetico | Carla Nails,Estetica,"Via Logudoro, 38, 09127 Cagliari CA",340 653 0831,http://www.centroesteticocagliari.it/,4.5,149,OPERATIONAL,39.2139986,9.1216473,nail_salon,50
ChIJ4fJ1cFA15xIR51uxQiVS3Bg,Elegant Nails Centro Estetico - Profumeria Artistica e di Nicchia,Estetica,"Corso Vittorio Emanuele II, 334, 09123 Cagliari CA",070 727 4051,https://elegantnailscagliari.com/,5,140,OPERATIONAL,39.2201233,9.1075701,beauty_salon,50
ChIJ23vMPIYz5xIRb5kuWvkJa-0,MANÙ - Centro Estetico Cagliari,Estetica,"Via Macerata, 2, 09126 Cagliari CA",328 311 7541,https://centroesteticomanu.it/,4.9,308,OPERATIONAL,39.2066574,9.135312899999999,service,50
ChIJI0i_fA005xIRuAmGIQ6g2GU,CLoè,Estetica,"Via Ottone Bacaredda, 64A, 09127 Cagliari CA",371 353 1345,https://www.facebook.com/CLoecentroestetico/,4.9,63,OPERATIONAL,39.2216495,9.1213374,beauty_salon,50
ChIJvaPf0nM05xIRWwvwY29AAOc,Musa Centro Estetico,Estetica,"Via Giovanni Battista Tuveri, 26, 09129 Cagliari CA",070 756 5673,http://www.musacentroestetico.it/,4.7,115,OPERATIONAL,39.217556900000005,9.1265974,beauty_salon,50
ChIJC3Zwjgo05xIRZ5jMpgI9hxc,Light - Beauty & Solarium Cagliari,Estetica,"Via Nuoro, 29, 09125 Cagliari CA",070 311 0059,https://www.lightcagliari.com/,4.8,54,OPERATIONAL,39.212531899999995,9.121278799999999,beauty_salon,50
ChIJcQuLKHw15xIRP6gJwROx0wU,Centro Estetico Urban Growl,Estetica,"Via Alessandro Manzoni, 47, 09128 Cagliari CA",366 875 7121,http://www.urbanbeauty.it/,4.9,95,OPERATIONAL,39.2220054,9.1224711,beauty_salon,50
ChIJ-WYN-3Q05xIRK7JCPf1IJIM,Palestra Athlon,Palestra,"Via Gianquinto de Gioannis, 1, 09125 Cagliari CA",070 344041,http://www.athlonsport.it/,4.7,319,OPERATIONAL,39.2138213,9.1244335,gym,50
ChIJe1FrBFs15xIRkzD3nyxAZpQ,Palestra Urban Club,Palestra,"Via Pasquale Paoli, 30B, 09128 Cagliari CA",351 797 6967,http://www.urbanclub.me/,4.4,88,OPERATIONAL,39.220817499999995,9.123681999999999,gym,50
ChIJMV5AElY15xIR3vWjUDHlvUE,FitActive Cagliari Viale Marconi,Palestra,"Via Giovanni Battista Venturi, 2, 09131 Cagliari CA",070 649 4025,https://www.fitactive.it/,4.9,491,OPERATIONAL,39.2365719,9.1405131,gym,50
ChIJc2D9CBc05xIRUny3rWrKGUw,Fit Time Roby,Palestra,"Via Lombardia, 45C, 09127 Cagliari CA",070 494595,https://www.fittimeroby.it/,4.5,82,OPERATIONAL,39.2301174,9.1142556,gym,50
ChIJC3mgMj805xIRqyLGnV95Eow,Falcon Fitness Palestra Cagliari,Palestra,"Via dei Carroz, 10, 09131 Cagliari CA",070 459 9973,https://www.falconfitness.net/,4.5,342,OPERATIONAL,39.23834,9.1213127,gym,50
ChIJcylsZzc05xIRqiJ5aNVLDj8,FERRARI GYM,Palestra,"Via Montecassino, 58, 09134 Cagliari CA",070 521912,http://www.ferrarigym.it/,4.8,195,OPERATIONAL,39.2425855,9.1187478,gym,50
ChIJUcLFkyI35xIRdpcs0ffGnqE,FitUP Cagliari Elmas,Palestra,"Viale Elmas, 24, 09122 Cagliari CA",070 705 0490,https://fitup.it/,4.9,210,OPERATIONAL,39.235164,9.0956177,gym,50
ChIJ4-KDsLg35xIRB02Dkp_0N7Q,FitActive Cagliari Viale Elmas,Palestra,"Viale Elmas, 151/b, 09122 Cagliari CA",070 583 0661,https://www.fitactive.it/i-club/cagliari-viale-elmas.php,4.8,769,OPERATIONAL,39.2477984,9.0870055,fitness_center,50
ChIJETvT1gw05xIR1l8StYxZo9Y,Liberty piscina e palestra,Palestra,"Via Sebastiano Satta Poeta, 88, 09128 Cagliari CA",070 402416,https://www.facebook.com/Libertycagliari,4.4,61,OPERATIONAL,39.2189336,9.122960899999999,fitness_center,50
ChIJYxRwrm415xIRv7zRZtT64B0,Blocco 13 Fitness & Sport,Palestra,"Via Sant'Anania, 5, 09129 Cagliari CA",393 726 5580,http://www.facebook.com/blocco13,4.8,67,OPERATIONAL,39.2217711,9.1353029,gym,50
